prompt_index,prompt,image_index,score
0,{} dog in grand canyon,0,28.081966400146484
0,{} dog in grand canyon,1,28.930068969726562
0,{} dog in grand canyon,2,31.246721267700195
0,{} dog in grand canyon,3,28.592267990112305
0,{} dog in grand canyon,4,29.067951202392578
0,{} dog in grand canyon,5,27.843809127807617
0,{} dog in grand canyon,6,28.377103805541992
0,{} dog in grand canyon,7,29.549724578857422
0,{} dog in grand canyon,8,27.802095413208008
0,{} dog in grand canyon,9,30.25783348083496
0,{} dog in grand canyon,10,30.58371925354004
0,{} dog in grand canyon,11,29.734786987304688
0,{} dog in grand canyon,12,28.031932830810547
0,{} dog in grand canyon,13,28.22238540649414
0,{} dog in grand canyon,14,29.654233932495117
0,{} dog in grand canyon,15,28.097721099853516
0,{} dog in grand canyon,16,31.057310104370117
0,{} dog in grand canyon,17,29.832134246826172
0,{} dog in grand canyon,18,29.728273391723633
0,{} dog in grand canyon,19,28.784788131713867
0,{} dog in grand canyon,20,29.02366828918457
0,{} dog in grand canyon,21,29.533655166625977
0,{} dog in grand canyon,22,30.904037475585938
0,{} dog in grand canyon,23,28.367626190185547
0,{} dog in grand canyon,24,28.846206665039062
0,{} dog in grand canyon,25,28.6497745513916
0,{} dog in grand canyon,26,27.729082107543945
0,{} dog in grand canyon,27,28.55800437927246
0,{} dog in grand canyon,28,30.350265502929688
0,{} dog in grand canyon,29,27.592304229736328
0,{} dog in grand canyon,30,30.920785903930664
0,{} dog in grand canyon,31,29.105060577392578
0,{} dog in grand canyon,32,28.062824249267578
0,{} dog in grand canyon,33,30.252674102783203
0,{} dog in grand canyon,34,29.48613166809082
0,{} dog in grand canyon,35,29.090511322021484
0,{} dog in grand canyon,36,30.74551773071289
0,{} dog in grand canyon,37,30.650728225708008
0,{} dog in grand canyon,38,30.143171310424805
0,{} dog in grand canyon,39,30.32393455505371
0,{} dog in grand canyon,40,29.01498031616211
0,{} dog in grand canyon,41,29.836118698120117
0,{} dog in grand canyon,42,28.118309020996094
0,{} dog in grand canyon,43,28.328922271728516
0,{} dog in grand canyon,44,29.388248443603516
0,{} dog in grand canyon,45,30.99104118347168
0,{} dog in grand canyon,46,30.23453712463379
0,{} dog in grand canyon,47,29.207361221313477
0,{} dog in grand canyon,48,28.278005599975586
0,{} dog in grand canyon,49,28.93775749206543
1,{} dog sitting at the beach with a view of the sea,0,24.649852752685547
1,{} dog sitting at the beach with a view of the sea,1,27.533540725708008
1,{} dog sitting at the beach with a view of the sea,2,25.34750747680664
1,{} dog sitting at the beach with a view of the sea,3,25.601207733154297
1,{} dog sitting at the beach with a view of the sea,4,24.68187713623047
1,{} dog sitting at the beach with a view of the sea,5,26.632282257080078
