prompt_index,prompt,image_index,score
0,{} cat in grand canyon,0,0.3467351198196411
0,{} cat in grand canyon,1,0.1951431930065155
0,{} cat in grand canyon,2,0.2825043797492981
0,{} cat in grand canyon,3,0.2085464894771576
0,{} cat in grand canyon,4,0.27123743295669556
0,{} cat in grand canyon,5,0.4743463695049286
0,{} cat in grand canyon,6,0.21341338753700256
0,{} cat in grand canyon,7,0.3880997896194458
0,{} cat in grand canyon,8,0.2986280918121338
0,{} cat in grand canyon,9,0.41490060091018677
0,{} cat in grand canyon,10,0.29351186752319336
0,{} cat in grand canyon,11,0.2813616991043091
0,{} cat in grand canyon,12,0.41181764006614685
0,{} cat in grand canyon,13,0.47818759083747864
0,{} cat in grand canyon,14,0.2795865535736084
0,{} cat in grand canyon,15,0.3987962603569031
0,{} cat in grand canyon,16,0.22903135418891907
0,{} cat in grand canyon,17,0.30342620611190796
0,{} cat in grand canyon,18,0.2243157923221588
0,{} cat in grand canyon,19,0.39985740184783936
0,{} cat in grand canyon,20,0.23740816116333008
0,{} cat in grand canyon,21,0.3849650025367737
0,{} cat in grand canyon,22,0.21065837144851685
0,{} cat in grand canyon,23,0.4416578412055969
0,{} cat in grand canyon,24,0.23907378315925598
0,{} cat in grand canyon,25,0.4922661781311035
0,{} cat in grand canyon,26,0.2587248682975769
0,{} cat in grand canyon,27,0.44456973671913147
0,{} cat in grand canyon,28,0.19950760900974274
0,{} cat in grand canyon,29,0.3986281752586365
0,{} cat in grand canyon,30,0.2324112504720688
0,{} cat in grand canyon,31,0.30237287282943726
0,{} cat in grand canyon,32,0.15834522247314453
0,{} cat in grand canyon,33,0.2185334712266922
0,{} cat in grand canyon,34,0.31356489658355713
0,{} cat in grand canyon,35,0.3555535078048706
0,{} cat in grand canyon,36,0.48238345980644226
0,{} cat in grand canyon,37,0.22412939369678497
0,{} cat in grand canyon,38,0.35489508509635925
0,{} cat in grand canyon,39,0.4208964705467224
0,{} cat in grand canyon,40,0.3120081126689911
0,{} cat in grand canyon,41,0.37805795669555664
0,{} cat in grand canyon,42,0.7222946286201477
0,{} cat in grand canyon,43,0.36312583088874817
0,{} cat in grand canyon,44,0.3668450713157654
0,{} cat in grand canyon,45,0.2738182544708252
0,{} cat in grand canyon,46,0.2839120626449585
0,{} cat in grand canyon,47,0.3097671866416931
0,{} cat in grand canyon,48,0.5467504262924194
0,{} cat in grand canyon,49,0.45569202303886414
1,{} cat sitting at the beach with a view of the sea,0,0.5323144197463989
1,{} cat sitting at the beach with a view of the sea,1,0.7576319575309753
1,{} cat sitting at the beach with a view of the sea,2,0.6348440647125244
1,{} cat sitting at the beach with a view of the sea,3,0.5276286602020264
1,{} cat sitting at the beach with a view of the sea,4,0.4831116497516632
1,{} cat sitting at the beach with a view of the sea,5,0.2615155577659607
1,{} cat sitting at the beach with a view of the sea,6,0.47236761450767517
1,{} cat sitting at the beach with a view of the sea,7,0.35656869411468506
